"1:nrow(y_train)","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
11666,-118.43,34.15,42,1293,214,459,217,7.672,"<1H OCEAN"
11667,-121.17,38.69,5,7138,1227,2623,1139,5.6902,"INLAND"
11668,-117.85,34.07,32,761,101,295,95,11.1077,"<1H OCEAN"
11669,-121.34,38.67,35,643,117,331,134,3.0417,"INLAND"
11670,-118.28,34.11,45,1607,331,633,332,3.1445,"<1H OCEAN"
11671,-121.5,38.54,52,1145,133,334,138,8.338,"INLAND"
11672,-115.56,32.78,34,2856,555,1627,522,3.2083,"INLAND"
11673,-117.71,34.1,41,555,130,1492,123,2.2813,"INLAND"
11674,-121.13,37.74,21,2376,475,1175,441,3.6016,"INLAND"
11675,-120.63,35.59,9,5782,1184,3026,1130,2.6528,"<1H OCEAN"
11676,-118.03,34.06,27,2510,783,3481,726,2.4875,"<1H OCEAN"
11677,-118.58,34.06,25,4440,693,1560,636,8.8666,"<1H OCEAN"
11678,-118.36,34.19,11,2921,685,1512,664,4.1445,"<1H OCEAN"
11679,-117.9,33.74,24,2932,955,5516,911,2.7535,"<1H OCEAN"
11680,-117.29,33.2,16,2150,461,1428,407,2.4754,"NEAR OCEAN"
11681,-121.33,38.68,13,5826,1411,2244,1219,1.9093,"INLAND"
11682,-121.46,38.52,34,1279,285,963,268,2.71,"INLAND"
11683,-122.4,37.61,35,2084,549,1077,545,3.1628,"NEAR OCEAN"
11684,-119.74,36.71,17,5872,1250,5034,1224,2.1905,"INLAND"
11685,-122.29,37.87,52,895,198,386,204,3.875,"NEAR BAY"
11686,-117.03,32.73,38,3174,606,1557,619,3.5861,"NEAR OCEAN"
11687,-119.12,34.38,28,7200,1281,3793,1238,4.075,"<1H OCEAN"
11688,-118.34,33.93,36,1528,486,1824,470,2.2679,"<1H OCEAN"
11689,-118.41,34.01,43,2000,529,1290,514,4.7031,"<1H OCEAN"
11690,-118.3,34.08,32,2880,1063,3646,1028,2.3846,"<1H OCEAN"
11691,-118.03,33.76,32,2980,494,1370,481,5.0866,"<1H OCEAN"
11692,-119.26,34.46,30,3826,691,1656,657,4.0074,"<1H OCEAN"
11693,-120.47,37.96,25,2505,529,1145,483,2.006,"INLAND"
11694,-122.1,38.02,28,4308,824,2086,776,3.6523,"NEAR BAY"
11695,-121.32,38.57,25,692,146,504,167,3.6897,"INLAND"
11696,-117.12,32.58,26,1360,309,869,328,3.0217,"NEAR OCEAN"
11697,-116.95,32.82,19,5308,1058,2852,1092,2.9161,"<1H OCEAN"
11698,-119.86,36.43,34,1175,251,683,261,1.7176,"INLAND"
11699,-118.19,34.87,2,2103,389,923,338,5.0553,"INLAND"
11700,-120.97,37.65,16,3960,716,1776,724,3.9886,"INLAND"
11701,-122.25,37.85,52,919,213,413,193,4.0368,"NEAR BAY"
11702,-118.42,34.25,36,1430,331,1502,312,3.6292,"<1H OCEAN"
11703,-117.5,33.98,21,2394,416,1291,381,4.2099,"INLAND"
11704,-118.13,34.14,29,3559,1034,1658,965,3.2643,"<1H OCEAN"
11705,-121.85,39.74,41,2901,689,1426,632,1.5633,"INLAND"
11706,-121.06,40.23,23,1127,225,215,85,3.4844,"INLAND"
11707,-118.41,33.89,34,2959,639,1143,593,6.348,"<1H OCEAN"
11708,-122.47,37.69,34,1954,357,1130,367,4.6447,"NEAR OCEAN"
11709,-117.26,34.48,6,4632,753,1851,694,4.1933,"INLAND"
11710,-117.39,34.13,9,2228,398,1316,370,4.1632,"INLAND"
11711,-120.49,37.3,50,985,309,621,250,1.3125,"INLAND"
11712,-122.3,37.81,48,1455,354,788,332,0.8056,"NEAR BAY"
11713,-118.2,34.03,41,1292,334,1150,322,1.925,"<1H OCEAN"
11714,-118.16,33.97,32,1347,434,1756,438,1.9464,"<1H OCEAN"
11715,-115.73,32.8,44,472,81,206,57,2.2083,"INLAND"
11716,-118.5,34.03,52,1506,208,547,186,7.8705,"<1H OCEAN"
11717,-118.44,33.88,35,2020,451,724,399,6.6494,"NEAR OCEAN"
11718,-118.45,34.19,11,2479,900,2466,855,2.2264,"<1H OCEAN"
11719,-119.3,36.3,14,3023,469,1523,492,5.3602,"INLAND"
11720,-117.1,34.57,6,5110,1044,1938,724,3.1917,"INLAND"
11721,-117.63,34.07,39,2650,511,1537,495,3.4432,"INLAND"
11722,-117.97,33.63,25,2482,360,960,352,6.1572,"NEAR OCEAN"
11723,-122.06,37.67,22,3882,816,1830,743,4.2733,"NEAR BAY"
11724,-117.79,34.45,18,2986,597,1355,472,3.2765,"INLAND"
11725,-122.59,38.44,14,1665,390,505,348,3.183,"<1H OCEAN"
11726,-118.98,36.06,33,2043,443,1497,417,2.343,"INLAND"
11727,-122.15,37.69,36,1501,287,703,276,3.8864,"NEAR BAY"
11728,-117.46,34.06,24,2831,478,1582,435,4.3397,"INLAND"
11729,-117.96,34.07,32,2910,709,2583,670,3.7736,"<1H OCEAN"
11730,-118.07,33.98,32,3304,714,2032,690,3.2093,"<1H OCEAN"
11731,-116.63,33.89,22,1540,364,610,268,1.5227,"INLAND"
11732,-120.67,35.62,6,12779,2441,6085,2157,3.8661,"<1H OCEAN"
11733,-119.78,36.31,14,1287,291,737,269,3.1667,"INLAND"
11734,-121.2,38.67,10,3875,668,1632,593,4.6902,"INLAND"
11735,-117.89,33.85,13,1583,474,1672,432,3.2303,"<1H OCEAN"
11736,-118.3,33.81,17,5544,1068,3008,1038,5.322,"<1H OCEAN"
11737,-122.26,37.85,52,2491,474,1098,468,3.075,"NEAR BAY"
11738,-122.21,37.52,18,2962,945,1639,851,2.7399,"NEAR BAY"
11739,-118.34,33.98,45,1298,294,1064,268,3.7067,"<1H OCEAN"
11740,-122.28,37.85,49,1130,244,607,239,2.4597,"NEAR BAY"
11741,-118.36,34.16,45,1755,335,822,342,5.1423,"<1H OCEAN"
11742,-122.09,37.94,29,6895,1022,2634,1022,6.1922,"NEAR BAY"
11743,-121.34,38.01,17,2033,452,1114,446,3.2872,"INLAND"
11744,-122.29,40.39,17,1682,332,887,316,1.8438,"INLAND"
11745,-118.45,35.62,18,2304,527,782,390,1.4141,"INLAND"
11746,-122.43,37.77,52,1862,472,872,471,3.2981,"NEAR BAY"
11747,-120.57,34.96,27,1401,294,1306,286,2.5809,"NEAR OCEAN"
11748,-122.54,37.76,45,1592,325,920,322,3.96,"NEAR OCEAN"
11749,-118.41,34.32,18,6572,1105,3473,1067,5.2987,"<1H OCEAN"
11750,-118.5,34.02,28,5109,1482,2313,1451,3.3266,"<1H OCEAN"
11751,-121.87,37.32,39,1839,471,1528,456,2.6818,"<1H OCEAN"
11752,-117.91,33.93,21,2578,363,1207,350,6.2452,"<1H OCEAN"
11753,-118.41,34.28,32,2574,531,2609,472,3.7566,"<1H OCEAN"
11754,-117.18,34.07,14,1258,245,752,264,3.3924,"INLAND"
11755,-117.98,34.03,21,797,162,484,166,2.625,"<1H OCEAN"
11756,-121.29,37.94,40,2827,655,2037,574,2.0303,"INLAND"
11757,-116.33,33.75,5,19107,3923,2880,1376,4.036,"INLAND"
11758,-121.82,37.38,32,3747,665,1687,649,5.4949,"<1H OCEAN"
11759,-118.32,33.8,29,4317,1037,2102,959,3.1275,"<1H OCEAN"
11760,-117.81,33.87,19,4491,680,2457,702,6.0591,"<1H OCEAN"
11761,-119.82,36.84,7,2289,342,1077,354,5.4868,"INLAND"
11762,-117.64,33.48,12,2007,397,1033,373,5.6754,"<1H OCEAN"
11763,-118.06,34.14,40,2662,379,1151,387,8.4889,"INLAND"
11764,-122.48,38.54,37,1898,359,973,340,4.2096,"INLAND"
11765,-121.84,39.73,52,857,232,520,198,0.987,"INLAND"
11766,-119.02,35.36,48,1833,396,947,363,2.2827,"INLAND"
11767,-122.28,37.79,30,4145,869,3668,855,2.5444,"NEAR BAY"
11768,-117.94,33.86,35,2127,417,1247,378,4.75,"<1H OCEAN"
11769,-117.28,34.16,26,2469,532,1068,501,1.9832,"INLAND"
11770,-121.87,37.38,16,1050,245,722,228,4.5187,"<1H OCEAN"
11771,-122.08,37.68,15,3051,685,1479,668,3.5295,"NEAR BAY"
11772,-117.22,33.9,8,8302,1461,5155,1370,4.0467,"INLAND"
11773,-122.08,37.88,26,2947,NA,825,626,2.933,"NEAR BAY"
11774,-120.65,38.5,10,1783,337,638,262,2.65,"INLAND"
11775,-122.25,37.79,51,175,43,228,55,2.1,"NEAR BAY"
11776,-117.96,33.92,18,3744,1027,1654,912,3.2158,"<1H OCEAN"
11777,-118.37,34.06,52,2239,423,832,411,5.0858,"<1H OCEAN"
11778,-122.3,37.56,36,1379,228,750,227,5.5381,"NEAR OCEAN"
11779,-117.66,33.57,16,2483,443,1357,400,5.5545,"<1H OCEAN"
11780,-121.41,38.61,36,3099,605,1322,623,3.4784,"INLAND"
11781,-118.51,34.17,31,3252,834,1411,760,3.1885,"<1H OCEAN"
11782,-117.06,32.57,16,1269,282,1609,298,2.6985,"NEAR OCEAN"
11783,-117.78,33.68,11,1994,477,849,411,4.0187,"<1H OCEAN"
11784,-121.62,39.14,41,2183,559,1202,506,1.6902,"INLAND"
11785,-122.01,37.37,25,2213,360,1066,390,7.2165,"<1H OCEAN"
11786,-120.63,35.13,16,2680,704,975,619,1.7878,"<1H OCEAN"
11787,-117.82,34.13,27,3770,573,1606,562,6.1321,"INLAND"
11788,-122.31,37.58,44,1990,442,1141,424,3.9696,"NEAR BAY"
11789,-118.29,34.05,18,3585,1661,5229,1534,1.847,"<1H OCEAN"
11790,-122.31,38.31,32,2577,458,1172,447,3.8796,"NEAR BAY"
11791,-122.86,38.42,38,1166,223,584,225,3.6667,"<1H OCEAN"
11792,-122.17,38.07,15,2125,278,857,272,6.4599,"NEAR BAY"
11793,-119.74,36.76,42,2093,470,1621,438,1.7994,"INLAND"
11794,-117.89,33.89,17,1671,192,678,206,13.1107,"<1H OCEAN"
11795,-118.29,33.84,23,3626,799,2321,731,4.7393,"<1H OCEAN"
11796,-118.27,33.95,39,1529,358,1154,357,1.2091,"<1H OCEAN"
11797,-121.75,38.55,26,4802,950,2199,939,3.7452,"INLAND"
11798,-121.56,39.11,18,2171,480,1527,447,2.3011,"INLAND"
11799,-117.45,34.07,21,3465,639,2292,628,3.3553,"INLAND"
11800,-117.25,33.38,16,3536,765,2007,687,3,"<1H OCEAN"
11801,-121.88,37.36,42,2087,402,1342,423,4.2149,"<1H OCEAN"
11802,-118.23,33.88,41,1941,367,1204,323,3.0417,"<1H OCEAN"
11803,-118.29,33.99,43,1902,398,1153,363,1.9375,"<1H OCEAN"
11804,-118.83,34.17,17,4668,628,1917,624,8.1397,"<1H OCEAN"
11805,-119.08,35.35,20,892,129,331,135,7.1837,"INLAND"
11806,-121.97,37.54,28,2312,496,1344,467,4.7135,"<1H OCEAN"
11807,-118.39,34.16,20,4084,1062,1637,987,3.2388,"<1H OCEAN"
11808,-119.64,34.43,34,3045,570,1002,488,5.623,"<1H OCEAN"
11809,-122.46,37.72,47,1723,389,1216,399,3.3208,"NEAR OCEAN"
11810,-118.33,33.99,44,1918,387,1041,364,2.8542,"<1H OCEAN"
11811,-117.55,33.95,17,3196,444,1581,462,5.9333,"INLAND"
11812,-119.49,37.1,24,2532,555,1564,507,2.3359,"INLAND"
11813,-122,38.41,11,2838,429,1331,426,4.945,"INLAND"
11814,-116.94,33.73,17,5160,851,2344,781,3.7175,"INLAND"
11815,-122.23,37.79,52,1783,395,1659,412,2.9357,"NEAR BAY"
11816,-122.47,37.7,45,3290,693,2466,666,3.6588,"NEAR OCEAN"
11817,-122.09,37.39,43,2065,535,1029,500,3.7318,"NEAR BAY"
11818,-120.83,37.52,6,1488,252,773,259,4.1859,"INLAND"
11819,-121.89,39.76,15,10265,1860,4591,1906,3.07,"INLAND"
11820,-117.97,34.13,33,2038,473,1546,469,3.4777,"INLAND"
11821,-122.35,37.98,34,3756,726,2237,686,3.7562,"NEAR BAY"
11822,-118.26,33.97,44,1246,308,1031,295,1.9556,"<1H OCEAN"
11823,-119.77,36.85,8,1519,234,711,248,5.9897,"INLAND"
11824,-117.82,33.67,17,2895,439,1588,450,6.276,"<1H OCEAN"
11825,-118.21,34.08,52,3672,808,3062,764,2.6806,"<1H OCEAN"
11826,-118.21,33.81,45,1816,398,1524,388,3.8586,"NEAR OCEAN"
11827,-117.73,33.63,15,2874,592,1382,586,5.5137,"<1H OCEAN"
11828,-118.28,33.97,34,2771,802,2782,715,1.6652,"<1H OCEAN"
11829,-122.14,37.7,17,1463,292,695,330,4.5859,"NEAR BAY"
11830,-117.55,34,17,3583,700,1587,719,2.6979,"INLAND"
11831,-122.02,37.38,43,1261,317,836,333,4.0911,"<1H OCEAN"
11832,-118.46,34.01,39,711,148,347,153,4.2813,"<1H OCEAN"
11833,-122.04,37.97,39,1323,245,705,261,3.1968,"NEAR BAY"
11834,-118.14,34.03,38,1447,293,1042,284,4.1375,"<1H OCEAN"
11835,-117.89,34.08,25,2115,489,1107,477,3.1949,"<1H OCEAN"
11836,-118.28,33.95,40,2044,538,2150,524,2.1437,"<1H OCEAN"
11837,-122.43,37.76,52,1582,353,868,329,3.8261,"NEAR BAY"
11838,-121.41,38.55,14,2534,705,1495,583,1.9167,"INLAND"
11839,-118.43,34.05,22,4251,1073,1581,881,5.2555,"<1H OCEAN"
11840,-118.61,34.19,28,3824,749,1790,701,4.1154,"<1H OCEAN"
11841,-122.25,37.87,52,609,236,1349,250,1.1696,"NEAR BAY"
11842,-122.5,38.4,36,1860,364,777,339,4.1307,"<1H OCEAN"
11843,-117.29,34.14,45,1598,314,771,319,2.5417,"INLAND"
11844,-118.17,33.82,52,2539,497,1152,488,4.1354,"NEAR OCEAN"
11845,-121.28,38.6,25,1122,198,564,213,3.1654,"INLAND"
11846,-117.35,33.97,27,3960,886,2807,838,3.024,"INLAND"
11847,-117.45,34.11,7,6356,1244,4052,1164,2.9112,"INLAND"
11848,-120.47,34.71,21,2535,383,1012,368,5.6177,"NEAR OCEAN"
11849,-122.01,37.99,28,1900,401,918,351,3.7841,"NEAR BAY"
11850,-117.75,34.05,37,378,92,503,103,2.1908,"INLAND"
11851,-121.81,37.27,22,2996,695,2169,607,4.3438,"<1H OCEAN"
11852,-122.29,37.51,35,3040,520,1374,518,6.1004,"NEAR OCEAN"
11853,-118.14,33.89,39,1744,339,1048,330,4.5735,"<1H OCEAN"
11854,-117.36,34.1,31,2587,531,1227,489,2.3578,"INLAND"
11855,-120.45,34.64,40,1051,235,574,201,2.0865,"NEAR OCEAN"
11856,-118.36,33.98,39,813,185,344,154,3.5833,"<1H OCEAN"
11857,-122.45,38.28,20,3306,503,1374,460,5.7984,"NEAR BAY"
11858,-120.65,35.29,29,1785,481,1344,472,1.4492,"NEAR OCEAN"
11859,-118.29,33.88,32,2307,493,1754,528,4.317,"<1H OCEAN"
11860,-119.98,36.86,31,2366,482,1933,433,3.0234,"INLAND"
11861,-118.46,33.97,19,2461,521,777,447,10,"<1H OCEAN"
11862,-117.26,33.86,16,1171,235,659,216,3.1103,"INLAND"
11863,-118.35,34.17,44,2572,613,1280,570,3.5583,"<1H OCEAN"
11864,-122.47,38.51,25,928,195,413,184,3.4904,"INLAND"
11865,-121.43,38.48,12,4602,930,2299,860,3.0625,"INLAND"
11866,-120.87,37.62,30,455,70,220,69,4.8958,"INLAND"
11867,-119.73,34.45,44,2261,328,763,294,6.7449,"<1H OCEAN"
11868,-121.86,37.4,16,2391,369,1419,373,5.8721,"<1H OCEAN"
11869,-118.2,34.14,52,3800,646,1842,620,5.5524,"<1H OCEAN"
11870,-122.68,38.44,29,2796,588,1346,562,2.9107,"<1H OCEAN"
11871,-121.47,38.56,44,1986,573,1044,490,1.7328,"INLAND"
11872,-121.26,38.68,13,4256,619,1948,622,5.2051,"INLAND"
11873,-117.94,33.8,23,2757,734,1811,707,2.8,"<1H OCEAN"
11874,-118.21,34.02,52,22,7,55,7,7.5752,"<1H OCEAN"
11875,-120.54,37.68,18,335,76,189,67,1.2273,"INLAND"
11876,-121.92,37.32,39,836,254,704,272,3.5256,"<1H OCEAN"
11877,-121.22,38.16,24,4411,776,2038,732,3.475,"INLAND"
11878,-117.89,33.7,13,1857,572,838,525,3.2386,"<1H OCEAN"
11879,-117.4,34.58,18,755,169,483,165,1.4196,"INLAND"
11880,-120.1,38.91,33,1561,282,30,11,1.875,"INLAND"
11881,-117.67,33.46,18,1679,271,783,257,5.3999,"<1H OCEAN"
11882,-117.16,32.72,52,788,463,805,391,0.9142,"NEAR OCEAN"
11883,-121.86,37.41,16,2411,420,1671,442,6.5004,"<1H OCEAN"
11884,-118.34,34.08,52,2756,542,971,510,5.5871,"<1H OCEAN"
11885,-122.26,37.9,37,2220,335,903,362,7.8336,"NEAR BAY"
11886,-122.37,40.52,18,4547,774,2269,766,3.7896,"INLAND"
11887,-118.5,34.25,32,2411,380,1040,344,6.155,"<1H OCEAN"
11888,-119.32,36.22,5,2319,438,1283,423,3.6343,"INLAND"
11889,-115.72,32.75,16,348,99,123,54,2.0938,"INLAND"
11890,-120.81,38.73,38,2005,385,882,353,2.5104,"INLAND"
11891,-121.08,40.19,11,919,199,69,43,1.6944,"INLAND"
11892,-117.9,33.7,12,4695,1110,2153,989,4.6483,"<1H OCEAN"
11893,-118.18,33.91,41,1260,299,1535,322,3.0134,"<1H OCEAN"
11894,-117.87,33.63,9,6163,1004,1912,903,10.8289,"<1H OCEAN"
11895,-117.65,33.58,2,2411,354,703,217,7.8061,"<1H OCEAN"
11896,-117.07,33.12,12,2453,599,1251,529,2.4122,"<1H OCEAN"
11897,-118.23,33.76,21,49,14,29,16,5,"NEAR OCEAN"
11898,-117.82,33.68,3,3068,494,1357,486,7.9187,"<1H OCEAN"
11899,-121.37,38.7,26,2230,410,1155,377,3.4911,"INLAND"
11900,-118.12,33.92,27,6336,1628,4673,1505,2.5893,"<1H OCEAN"
11901,-122.51,37.97,37,4296,1089,2100,1025,3.2462,"NEAR BAY"
11902,-117.2,33.2,16,4409,629,1875,609,5.543,"<1H OCEAN"
11903,-117.96,33.83,29,1194,176,474,170,6.1001,"<1H OCEAN"
11904,-119.25,34.28,36,1530,341,703,317,3.5819,"NEAR OCEAN"
11905,-122.18,38.23,21,2475,341,812,308,7.2589,"NEAR BAY"
11906,-117.77,33.72,10,2815,431,1181,398,6.5743,"<1H OCEAN"
11907,-115.57,32.78,25,2007,301,1135,332,5.128,"INLAND"
11908,-118.4,34.05,43,1028,145,394,149,10.4519,"<1H OCEAN"
11909,-117.93,33.83,30,1561,381,1104,391,3.375,"<1H OCEAN"
11910,-122,37.86,18,8953,1074,3011,993,10.7372,"<1H OCEAN"
11911,-118.98,35.39,22,1812,457,1592,420,1.4146,"INLAND"
11912,-118.05,33.94,34,495,120,527,130,1.9453,"<1H OCEAN"
11913,-117.29,33.63,7,16010,2726,7139,2426,3.8056,"<1H OCEAN"
11914,-122.25,37.86,48,2153,517,1656,459,3.0417,"NEAR BAY"
11915,-117.28,32.74,33,4168,1112,1785,984,2.7515,"NEAR OCEAN"
11916,-122.13,40.01,21,916,194,451,178,2.125,"INLAND"
11917,-118.34,33.94,36,2796,1041,4033,944,2.4886,"<1H OCEAN"
11918,-117.95,34.05,34,1428,227,890,249,5.8722,"<1H OCEAN"
11919,-118.07,33.9,45,1776,353,1180,337,4.6406,"<1H OCEAN"
11920,-120.38,36.75,25,1689,495,1745,457,1.9056,"INLAND"
11921,-121.24,38.63,4,11021,1565,3857,1494,7.2582,"INLAND"
11922,-122.02,37.98,37,1474,343,782,331,3.4187,"NEAR BAY"
11923,-122.29,38.31,45,3075,754,1635,723,2.2721,"NEAR BAY"
11924,-120.42,37.95,19,2787,578,1208,532,2.4922,"INLAND"
11925,-118.45,34.2,18,2729,800,2099,742,2.5842,"<1H OCEAN"
11926,-118.76,34.28,21,2786,342,1114,322,5.8578,"<1H OCEAN"
11927,-121.46,38.65,8,3746,767,2161,744,3.2039,"INLAND"
11928,-118.9,34.14,35,1503,263,576,216,5.1457,"<1H OCEAN"
11929,-118.5,34.03,44,2146,394,851,355,6.48,"<1H OCEAN"
11930,-118.09,34.09,40,855,208,745,222,3.0125,"<1H OCEAN"
11931,-120.11,36.96,17,3344,570,1624,536,3.8952,"INLAND"
11932,-121.38,38.65,34,825,173,355,130,3.1858,"INLAND"
11933,-118.22,34.66,17,3810,662,1867,586,4.9,"INLAND"
11934,-118.02,33.95,36,1705,299,871,296,4.6184,"<1H OCEAN"
11935,-118.47,34.14,36,2873,420,850,379,8.153,"<1H OCEAN"
11936,-117.04,32.68,11,1875,357,1014,386,4.375,"NEAR OCEAN"
11937,-121.91,36.98,16,1957,408,865,369,2.6875,"NEAR OCEAN"
11938,-122.33,37.94,45,1226,279,590,260,2.8833,"NEAR BAY"
11939,-118.35,34.11,33,7478,1678,2701,1500,4.1717,"<1H OCEAN"
11940,-117.93,33.79,36,2363,403,1240,391,4.0909,"<1H OCEAN"
11941,-121.85,38,26,3364,570,1806,566,4.2647,"INLAND"
11942,-119.86,36.45,19,2439,462,1416,469,2.4474,"INLAND"
11943,-121.44,38.52,38,2080,388,995,380,2.7697,"INLAND"
11944,-118.21,33.96,39,2265,628,2323,599,2.1522,"<1H OCEAN"
11945,-120.45,34.96,26,1949,396,1575,377,2.875,"<1H OCEAN"
11946,-121.6,37.13,14,9483,1361,4108,1281,7.5,"<1H OCEAN"
11947,-118.36,33.96,37,2146,573,2009,592,3.6583,"<1H OCEAN"
11948,-119.81,36.75,52,1827,356,855,353,1.7636,"INLAND"
11949,-118.12,33.99,24,1705,479,2037,459,2.4219,"<1H OCEAN"
11950,-118.1,33.78,35,4466,740,2134,743,5.7389,"<1H OCEAN"
11951,-120.76,35.52,7,9613,1666,4487,1653,3.6667,"<1H OCEAN"
11952,-122.41,37.72,32,1650,316,904,295,4.0583,"NEAR BAY"
11953,-118.39,33.83,32,2075,539,954,519,5.637,"NEAR OCEAN"
11954,-117.13,32.75,31,2336,656,1186,609,2.5872,"NEAR OCEAN"
11955,-117.97,34.06,34,3580,684,2786,636,4.0469,"<1H OCEAN"
11956,-122.27,37.84,52,1688,337,853,325,2.1806,"NEAR BAY"
11957,-122.48,37.57,34,4648,806,2282,814,4.5556,"NEAR OCEAN"
11958,-122.48,38.51,49,1977,393,741,339,3.1312,"INLAND"
11959,-118.55,34.44,14,15348,2366,7087,2169,6.3277,"INLAND"
11960,-118.04,33.92,35,2469,522,2151,537,3.4219,"<1H OCEAN"
11961,-120.74,39.39,18,453,117,152,77,1.3523,"INLAND"
11962,-117.3,34.15,38,740,163,332,138,2.4107,"INLAND"
11963,-119.17,34.21,33,1039,256,1432,272,3.1103,"NEAR OCEAN"
11964,-121.58,39.15,38,1756,396,837,401,1.9122,"INLAND"
11965,-122.1,37.66,36,1305,225,768,234,4.275,"NEAR BAY"
11966,-118.2,34.09,39,1594,430,1668,378,2.5343,"<1H OCEAN"
11967,-117.79,33.56,36,2057,329,658,309,7.866,"<1H OCEAN"
11968,-118.34,34.03,48,1426,331,784,356,1.6581,"<1H OCEAN"
11969,-121.42,38.52,32,2828,556,1655,485,2.5574,"INLAND"
11970,-119.18,35.5,36,1253,259,932,249,2.1635,"INLAND"
11971,-123.84,39.46,47,1150,244,552,201,2.5192,"<1H OCEAN"
11972,-118.33,34.16,23,1359,428,770,380,3.4016,"<1H OCEAN"
11973,-116.88,33.05,11,7217,1583,4197,1502,2.8827,"<1H OCEAN"
11974,-117.96,33.75,25,1323,208,852,229,4.6167,"<1H OCEAN"
11975,-119.09,36.42,15,1517,361,1275,343,1.5875,"INLAND"
11976,-115.55,32.79,23,1004,221,697,201,1.6351,"INLAND"
11977,-122.56,37.9,36,1760,283,562,246,6.7546,"NEAR BAY"
11978,-122.57,37.97,47,5416,1115,2177,1027,3.5055,"NEAR BAY"
11979,-117.28,33.92,35,3623,841,2721,766,2.1574,"INLAND"
11980,-117.68,33.47,7,4458,731,1731,704,6.126,"<1H OCEAN"
11981,-121.31,36.42,21,2740,615,2630,564,2.6629,"<1H OCEAN"
11982,-117.79,33.68,9,1633,295,928,297,5.7858,"<1H OCEAN"
11983,-118.28,33.99,35,1138,304,1128,311,1.8818,"<1H OCEAN"
11984,-117.12,34.04,25,2495,438,1071,405,4.8173,"INLAND"
11985,-122,37.36,17,6012,1737,3539,1625,3.8464,"<1H OCEAN"
11986,-118.3,33.92,34,2053,382,1258,380,3.0139,"<1H OCEAN"
11987,-119.05,35.42,35,2353,483,1368,455,2.325,"INLAND"
11988,-116.54,33.81,24,6087,1217,1721,833,3.1493,"INLAND"
11989,-117.89,33.8,38,51,12,41,10,6.0224,"<1H OCEAN"
11990,-118.33,34.02,46,2223,361,968,373,4.26,"<1H OCEAN"
11991,-122.17,37.73,52,1555,289,620,292,3.7159,"NEAR BAY"
11992,-118.3,33.74,47,2223,410,1163,413,4.4671,"NEAR OCEAN"
11993,-121.4,38.59,25,2228,534,1130,481,2.5363,"INLAND"
11994,-117.32,34.01,23,3021,527,1580,533,4.4063,"INLAND"
11995,-118.02,34.08,29,2741,667,2449,677,3.6944,"INLAND"
11996,-120.86,37.77,45,621,129,257,124,1.7188,"INLAND"
11997,-119.55,36.52,31,1986,417,1042,422,3.0294,"INLAND"
11998,-118.25,34.12,21,739,265,861,246,2.4856,"<1H OCEAN"
11999,-122.2,37.48,30,1170,258,610,243,3.4427,"NEAR BAY"
12000,-117.99,33.97,18,4078,484,1490,482,10.8034,"<1H OCEAN"
12001,-123.07,39.12,24,1098,193,353,145,3.8333,"<1H OCEAN"
12002,-117.98,35.13,5,4849,920,2504,847,3.5391,"INLAND"
12003,-117.05,32.73,27,3184,588,1763,571,3.5529,"NEAR OCEAN"
12004,-121.54,39.48,29,2896,596,1809,617,1.8047,"INLAND"
12005,-119.01,36.07,44,2450,575,1330,508,1.6103,"INLAND"
12006,-118.07,34.01,38,2245,444,1540,419,3.7986,"<1H OCEAN"
12007,-121.83,37.37,43,1461,284,800,258,3.2279,"<1H OCEAN"
12008,-117.96,33.69,17,2500,343,1242,368,7.7313,"<1H OCEAN"
12009,-121.35,38.59,29,1285,193,460,206,5.3243,"INLAND"
12010,-122.02,37.96,25,2615,368,935,366,6.6727,"NEAR BAY"
12011,-120.93,37.72,18,391,71,247,71,4.3864,"INLAND"
12012,-121.96,37.53,28,2949,529,1538,545,4.9615,"<1H OCEAN"
12013,-117.05,32.77,23,2556,662,1200,548,1.8899,"NEAR OCEAN"
12014,-117.12,32.76,33,2279,591,1250,576,2.4297,"NEAR OCEAN"
12015,-115.91,33.36,15,459,95,160,73,0.922,"INLAND"
12016,-117.31,34.04,5,2785,577,1310,536,3.39,"INLAND"
12017,-121.23,37.78,20,273,49,149,49,4.8229,"INLAND"
12018,-118.44,34.07,21,730,263,965,224,2.0511,"<1H OCEAN"
12019,-119.94,38.92,24,1258,216,235,96,4.6,"INLAND"
12020,-118.44,34.04,16,18,6,3,4,0.536,"<1H OCEAN"
12021,-118.49,34.01,28,651,252,333,174,1.9722,"<1H OCEAN"
12022,-117.04,32.98,16,1332,196,640,193,6.0226,"<1H OCEAN"
12023,-119.85,34.48,23,1915,277,724,267,6.2987,"NEAR OCEAN"
12024,-121.44,37.74,25,456,116,370,106,3.1319,"INLAND"
12025,-121.2,37.79,36,866,160,502,149,2.4798,"INLAND"
12026,-115.41,32.99,29,1141,220,684,194,3.4038,"INLAND"
12027,-120.41,34.88,4,3680,559,1678,569,5.0639,"<1H OCEAN"
12028,-118.32,33.87,28,3763,762,1967,724,5.3244,"<1H OCEAN"
12029,-119.81,36.76,52,1792,352,1049,357,2.4375,"INLAND"
12030,-118.31,33.99,45,1489,339,791,316,2.2339,"<1H OCEAN"
12031,-117.92,33.67,14,6224,1679,3148,1589,4.2071,"<1H OCEAN"
